stated_monthly_income,documented_monthly_income_filled,loan_amount,bank_ending_balance,bank_has_overdrafts,bank_has_consistent_deposits,monthly_withdrawals,monthly_deposits,num_documents_submitted,has_documentation,income_ratio,income_discrepancy,suspected_misrepresentation,loan_to_income_ratio,income_covers_loan_3x,withdrawal_to_deposit_ratio,net_monthly_flow,balance_to_loan_ratio,low_balance,employment_encoded
3864.0,3947.0,2000,69.0,True,False,1277.0,3651.0,2,1,1.02148033126294,0.02148033126293996,0,0.5175983436853002,0,0.3497671870720351,2374.0,0.0345,1,1
7701.0,7606.0,2000,830.0,False,True,2941.0,7280.0,2,1,0.9876639397480846,0.012336060251915335,0,0.2597065316192702,1,0.4039835164835165,4339.0,0.415,0,2
500.0,0.0,1500,1093.0,False,True,362.0,429.0,0,0,-1.0,-1.0,0,3.0,0,0.8438228438228438,67.0,0.7286666666666667,0,0
5314.0,4870.0,1500,5361.0,False,True,2682.0,4695.0,1,1,0.9164471208129469,0.08355287918705306,0,0.2822732404968009,1,0.5712460063897764,2013.0,3.574,0,2
4263.0,0.0,3000,781.0,False,True,3266.0,3992.0,0,0,-1.0,-1.0,0,0.7037297677691766,0,0.8181362725450901,726.0,0.26033333333333336,0,2
500.0,453.0,1000,759.0,False,True,285.0,441.0,2,1,0.906,0.094,0,2.0,0,0.6462585034013606,156.0,0.759,0,0
3540.0,3644.0,300,434.0,False,False,1970.0,3217.0,1,1,1.0293785310734462,0.02937853107344633,0,0.0847457627118644,1,0.6123717749456015,1247.0,1.4466666666666668,1,2
2198.0,2097.0,2000,2840.0,False,True,1686.0,2044.0,2,1,0.954049135577798,0.045950864422202004,0,0.9099181073703366,0,0.824853228962818,358.0,1.42,0,1
500.0,498.0,1500,2214.0,True,False,248.0,430.0,1,1,0.996,0.004,0,3.0,0,0.5767441860465117,182.0,1.476,0,1
6590.0,6843.0,2000,3630.0,True,True,5117.0,6231.0,2,1,1.038391502276176,0.03839150227617603,0,0.30349013657056145,1,0.8212164981543894,1114.0,1.815,0,2
6413.0,0.0,500,3007.0,False,True,2062.0,5643.0,0,0,-1.0,-1.0,0,0.0779666302822392,1,0.36540847067162857,3581.0,6.014,0,1
5589.0,5505.0,300,0.0,False,True,3856.0,5403.0,2,1,0.984970477724101,0.015029522275899088,0,0.05367686527106817,1,0.7136775865260041,1547.0,0.0,1,2
500.0,507.0,3000,789.0,False,True,367.0,485.0,1,1,1.014,0.014,0,6.0,0,0.756701030927835,118.0,0.263,0,0
4962.0,5030.0,500,4048.0,False,False,3798.0,4294.0,2,1,1.0137041515517937,0.013704151551793631,0,0.1007658202337767,1,0.8844899860270145,496.0,8.096,0,2
2346.0,2296.0,2000,1695.0,True,True,872.0,1955.0,2,1,0.9786871270247229,0.021312872975277068,0,0.8525149190110827,0,0.44603580562659845,1083.0,0.8475,0,2
6032.0,6114.0,2000,1775.0,False,False,3099.0,5328.0,2,1,1.0135941644562334,0.013594164456233421,0,0.33156498673740054,1,0.5816441441441441,2229.0,0.8875,0,1
4214.0,4324.0,500,549.0,False,True,2242.0,4084.0,1,1,1.0261034646416707,0.026103464641670623,0,0.11865211200759374,1,0.548971596474045,1842.0,1.098,0,2
5099.0,5172.0,1500,1545.0,False,True,1814.0,4911.0,2,1,1.0143165326534616,0.014316532653461464,0,0.2941753284957835,1,0.36937487273467723,3097.0,1.03,0,1
3766.0,3589.0,3000,548.0,False,True,1378.0,3558.0,2,1,0.9530005310674455,0.04699946893255443,0,0.7966011683483802,0,0.3872962338392355,2180.0,0.18266666666666667,0,2
6682.0,7013.0,1000,1152.0,False,True,5877.0,6962.0,2,1,1.0495360670457947,0.04953606704579467,0,0.14965579167913798,1,0.8441539787417409,1085.0,1.152,0,2
5000.0,4826.0,1000,2301.0,False,True,3605.0,4579.0,2,1,0.9652,0.0348,0,0.2,1,0.7872898012666522,974.0,2.301,0,2
4986.0,4506.0,1000,2767.0,False,True,2103.0,3834.0,1,1,0.9037304452466908,0.09626955475330927,0,0.20056157240272765,1,0.5485133020344288,1731.0,2.767,0,2
5233.0,0.0,3000,1974.0,False,False,1710.0,4851.0,0,0,-1.0,-1.0,0,0.5732849226065354,0,0.3525046382189239,3141.0,0.658,0,2
2602.0,2389.0,3000,1120.0,False,True,1560.0,2210.0,2,1,0.9181398923904689,0.08186010760953114,0,1.1529592621060722,0,0.7058823529411765,650.0,0.37333333333333335,0,0
2316.0,2182.0,5000,1027.0,False,True,1774.0,2052.0,1,1,0.9421416234887737,0.05785837651122625,0,2.158894645941278,0,0.8645224171539961,278.0,0.2054,0,0
5421.0,0.0,1500,2199.0,False,True,4555.0,5389.0,0,0,-1.0,-1.0,0,0.27670171555063644,1,0.8452403043236222,834.0,1.466,0,1
4544.0,4559.0,2000,1174.0,True,True,2430.0,4480.0,2,1,1.0033010563380282,0.003301056338028169,0,0.44014084507042256,0,0.5424107142857143,2050.0,0.587,0,2
2981.0,2716.0,500,4073.0,False,True,1846.0,2353.0,2,1,0.9111036564911104,0.08889634350888963,0,0.1677289500167729,1,0.7845303867403315,507.0,8.146,0,2
4913.0,4572.0,1500,3782.0,True,False,2351.0,4068.0,1,1,0.9305923061266029,0.06940769387339711,0,0.3053124363932424,1,0.5779252704031466,1717.0,2.521333333333333,0,1
7424.0,6785.0,1500,3773.0,False,False,5597.0,6615.0,1,1,0.9139278017241379,0.08607219827586207,0,0.20204741379310345,1,0.8461073318216176,1018.0,2.5153333333333334,0,1
6312.0,5741.0,3000,1258.0,False,True,3605.0,5589.0,2,1,0.9095373891001267,0.09046261089987326,0,0.4752851711026616,0,0.6450169976740026,1984.0,0.41933333333333334,0,2
3614.0,3398.0,2000,556.0,False,False,2414.0,3028.0,1,1,0.9402324294410626,0.059767570558937465,0,0.5534034311012729,0,0.797225891677675,614.0,0.278,0,0
4026.0,3969.0,3000,2123.0,False,True,1337.0,3808.0,1,1,0.9858420268256334,0.014157973174366617,0,0.7451564828614009,0,0.35110294117647056,2471.0,0.7076666666666667,0,1
1539.0,1608.0,3000,1774.0,True,True,1045.0,1529.0,1,1,1.0448343079922027,0.04483430799220273,0,1.949317738791423,0,0.6834532374100719,484.0,0.5913333333333334,0,0
5059.0,5218.0,3000,1087.0,False,True,3160.0,4805.0,2,1,1.0314291361929235,0.0314291361929235,0,0.593002569677802,0,0.6576482830385015,1645.0,0.36233333333333334,0,1
2598.0,2680.0,300,236.0,True,True,1643.0,2359.0,1,1,1.031562740569669,0.03156274056966898,0,0.11547344110854503,1,0.6964815599830436,716.0,0.7866666666666666,1,1
4845.0,4488.0,2000,1938.0,False,True,3320.0,4413.0,1,1,0.9263157894736842,0.07368421052631578,0,0.41279669762641896,0,0.7523226829820984,1093.0,0.969,0,2
1644.0,1545.0,1500,1394.0,False,False,1318.0,1470.0,1,1,0.9397810218978102,0.060218978102189784,0,0.9124087591240876,0,0.8965986394557823,152.0,0.9293333333333333,0,0
3234.0,2948.0,1000,3033.0,True,True,2092.0,2580.0,1,1,0.9115646258503401,0.08843537414965986,0,0.30921459492888065,1,0.8108527131782945,488.0,3.033,0,1
1342.0,0.0,300,2998.0,False,False,568.0,1283.0,0,0,-1.0,-1.0,0,0.22354694485842028,1,0.4427123928293063,715.0,9.993333333333334,0,2
4799.0,4369.0,1500,3651.0,False,True,3515.0,4200.0,1,1,0.9103979995832465,0.0896020004167535,0,0.312565117732861,1,0.8369047619047619,685.0,2.434,0,2
7134.0,7016.0,1000,111.0,True,True,2616.0,6897.0,2,1,0.9834594897673115,0.016540510232688533,0,0.14017381553125877,1,0.37929534580252283,4281.0,0.111,1,2
6608.0,6193.0,1000,2602.0,False,True,3854.0,5471.0,1,1,0.9371973365617433,0.06280266343825666,0,0.1513317191283293,1,0.7044416011698045,1617.0,2.602,0,1
1961.0,1837.0,1500,909.0,False,False,1602.0,1833.0,2,1,0.9367669556348802,0.06323304436511984,0,0.7649158592554819,0,0.8739770867430442,231.0,0.606,0,0
5133.0,0.0,2000,1357.0,False,True,4113.0,4826.0,0,0,-1.0,-1.0,0,0.3896356906292616,0,0.8522585992540406,713.0,0.6785,0,2
5296.0,5431.0,1000,3603.0,False,False,4220.0,5152.0,2,1,1.0254909365558913,0.025490936555891238,0,0.18882175226586104,1,0.8190993788819876,932.0,3.603,0,2
2866.0,2825.0,1000,1442.0,False,False,1618.0,2579.0,2,1,0.9856943475226797,0.014305652477320307,0,0.34891835310537334,0,0.6273749515316014,961.0,1.442,0,0
4726.0,4871.0,500,4348.0,False,False,2247.0,4487.0,2,1,1.0306813372831147,0.030681337283114684,0,0.10579771476936098,1,0.500780031201248,2240.0,8.696,0,1
3774.0,3762.0,1000,2823.0,False,False,2085.0,3700.0,1,1,0.9968203497615262,0.003179650238473768,0,0.2649708532061473,1,0.5635135135135135,1615.0,2.823,0,1
6806.0,7091.0,500,1409.0,False,True,6242.0,6714.0,1,1,1.0418748163385247,0.04187481633852483,0,0.07346459006758742,1,0.9296991361334525,472.0,2.818,0,2
4791.0,4514.0,5000,3740.0,False,True,1799.0,4173.0,1,1,0.9421832602796911,0.057816739720308916,0,1.0436234606553956,0,0.431104720824347,2374.0,0.748,0,2
4325.0,4279.0,1500,2668.0,False,False,2517.0,3719.0,1,1,0.989364161849711,0.010635838150289017,0,0.3468208092485549,0,0.6767948373218607,1202.0,1.7786666666666666,0,2
5001.0,5019.0,500,601.0,False,True,1513.0,4271.0,1,1,1.0035992801439713,0.003599280143971206,0,0.09998000399920016,1,0.3542495902598923,2758.0,1.202,0,2
7857.0,8108.0,1500,2389.0,False,False,6413.0,8055.0,1,1,1.0319460353824614,0.0319460353824615,0,0.19091256204658266,1,0.7961514587212911,1642.0,1.5926666666666667,0,1
1424.0,1387.0,300,717.0,False,True,1298.0,1380.0,1,1,0.9740168539325843,0.02598314606741573,0,0.21067415730337077,1,0.9405797101449276,82.0,2.39,0,0
3169.0,3038.0,5000,3769.0,False,True,1625.0,2598.0,2,1,0.9586620384979488,0.04133796150205112,0,1.577784790154623,0,0.6254811393379522,973.0,0.7538,0,2
6219.0,6037.0,1000,2776.0,False,False,3654.0,5748.0,2,1,0.9707348448303585,0.02926515516964142,0,0.16079755587715067,1,0.6356993736951984,2094.0,2.776,0,1
500.0,514.0,300,2944.0,False,False,142.0,440.0,2,1,1.028,0.028,0,0.6,0,0.32272727272727275,298.0,9.813333333333333,0,0
6779.0,6757.0,300,1239.0,False,False,6025.0,6537.0,2,1,0.9967546835816492,0.003245316418350789,0,0.04425431479569258,1,0.9216766100657794,512.0,4.13,0,1
7179.0,6509.0,1500,3251.0,False,True,2440.0,5905.0,1,1,0.906672238473325,0.09332776152667502,0,0.20894274968658588,1,0.41320914479254867,3465.0,2.167333333333333,0,2
5451.0,4920.0,300,997.0,False,False,2564.0,4601.0,1,1,0.9025866813428729,0.09741331865712713,0,0.0550357732526142,1,0.5572701586611606,2037.0,3.3233333333333333,0,2
1370.0,1393.0,1000,0.0,False,False,708.0,1243.0,2,1,1.0167883211678832,0.016788321167883213,0,0.7299270072992701,0,0.5695897023330652,535.0,0.0,1,0
4943.0,4692.0,1500,2872.0,False,True,3198.0,4453.0,2,1,0.9492211207768562,0.05077887922314384,0,0.303459437588509,1,0.7181675275095442,1255.0,1.9146666666666667,0,1
6559.0,6367.0,500,0.0,True,True,4412.0,6041.0,1,1,0.9707272450068608,0.029272754993139197,0,0.07623113279463332,1,0.7303426585002483,1629.0,0.0,1,2
2436.0,2484.0,1000,2228.0,False,True,950.0,2374.0,2,1,1.019704433497537,0.019704433497536946,0,0.41050903119868637,0,0.4001684919966302,1424.0,2.228,0,1
5691.0,5162.0,1000,1329.0,False,False,3221.0,5156.0,2,1,0.907046213319276,0.09295378668072395,0,0.17571604287471446,1,0.6247090768037238,1935.0,1.329,0,1
3392.0,3133.0,500,3828.0,False,False,2315.0,2845.0,2,1,0.9236438679245284,0.07635613207547169,0,0.1474056603773585,1,0.8137082601054482,530.0,7.656,0,2
2669.0,2561.0,1500,1411.0,False,True,1386.0,2356.0,1,1,0.9595354065192956,0.040464593480704386,0,0.5620082427875609,0,0.5882852292020373,970.0,0.9406666666666667,0,2
5565.0,5291.0,300,1229.0,False,True,2496.0,4956.0,1,1,0.9507637017070979,0.04923629829290207,0,0.05390835579514825,1,0.5036319612590799,2460.0,4.096666666666667,0,2
2942.0,3088.0,1500,3500.0,False,False,1157.0,2642.0,1,1,1.0496261046906865,0.04962610469068661,0,0.5098572399728076,0,0.43792581377744133,1485.0,2.3333333333333335,0,1
3696.0,0.0,500,5091.0,False,True,1378.0,3609.0,0,0,-1.0,-1.0,0,0.13528138528138528,1,0.3818232197284566,2231.0,10.182,0,2
6272.0,6476.0,300,398.0,False,True,3030.0,5555.0,2,1,1.0325255102040816,0.032525510204081634,0,0.04783163265306122,1,0.5454545454545454,2525.0,1.3266666666666667,1,1
3216.0,0.0,1000,2438.0,False,True,1835.0,2816.0,0,0,-1.0,-1.0,0,0.31094527363184077,1,0.6516335227272727,981.0,2.438,0,2
7464.0,7099.0,3000,6123.0,False,True,2133.0,6143.0,1,1,0.9510986066452305,0.04890139335476956,0,0.40192926045016075,0,0.34722448315155463,4010.0,2.041,0,2
3912.0,0.0,2000,2100.0,True,False,2334.0,3371.0,0,0,-1.0,-1.0,0,0.5112474437627812,0,0.692376149510531,1037.0,1.05,0,1
5958.0,5571.0,2000,2093.0,False,True,4498.0,4757.0,1,1,0.9350453172205438,0.0649546827794562,0,0.3356831151393085,0,0.9455539205381543,259.0,1.0465,0,2
4507.0,0.0,3000,3183.0,False,False,3585.0,3868.0,0,0,-1.0,-1.0,0,0.6656312402928778,0,0.9268355739400207,283.0,1.061,0,2
5905.0,5916.0,5000,2062.0,False,True,4549.0,5422.0,2,1,1.0018628281117696,0.0018628281117696868,0,0.8467400508044031,0,0.8389893028402804,873.0,0.4124,0,2
2945.0,2817.0,1500,3698.0,False,False,770.0,2448.0,2,1,0.9565365025466893,0.0434634974533107,0,0.5093378607809848,0,0.3145424836601307,1678.0,2.465333333333333,0,1
7618.0,0.0,1000,0.0,False,False,6085.0,7228.0,0,0,-1.0,-1.0,0,0.13126804935678657,1,0.8418649695628113,1143.0,0.0,1,1
3497.0,3424.0,500,1375.0,False,True,1018.0,3027.0,1,1,0.9791249642550758,0.02087503574492422,0,0.1429796968830426,1,0.33630657416584075,2009.0,2.75,0,2
4230.0,4048.0,5000,1465.0,False,True,2416.0,3695.0,2,1,0.9569739952718677,0.04302600472813239,0,1.1820330969267139,0,0.6538565629228688,1279.0,0.293,0,2
4657.0,4826.0,1000,959.0,False,True,1800.0,4327.0,1,1,1.0362894567318015,0.03628945673180159,0,0.21473051320592657,1,0.41599260457591863,2527.0,0.959,0,2
1156.0,1170.0,1000,723.0,False,True,864.0,1072.0,2,1,1.0121107266435987,0.012110726643598616,0,0.8650519031141869,0,0.8059701492537313,208.0,0.723,0,2
4713.0,4899.0,1000,167.0,True,True,3684.0,4656.0,2,1,1.03946530872056,0.03946530872056015,0,0.21217907914279652,1,0.7912371134020618,972.0,0.167,1,2
1408.0,1459.0,1000,2412.0,False,False,1142.0,1375.0,2,1,1.0362215909090908,0.03622159090909091,0,0.7102272727272727,0,0.8305454545454546,233.0,2.412,0,0
6177.0,5612.0,1500,1726.0,False,True,2462.0,5559.0,1,1,0.9085316496681237,0.09146835033187632,0,0.24283632831471588,1,0.442885411045152,3097.0,1.1506666666666667,0,2
4971.0,0.0,1000,134.0,False,True,3568.0,4611.0,0,0,-1.0,-1.0,0,0.20116676725005028,1,0.773801778356105,1043.0,0.134,1,2
4915.0,0.0,2000,2955.0,False,True,2403.0,4526.0,0,0,-1.0,-1.0,0,0.4069175991861648,0,0.5309323906319046,2123.0,1.4775,0,1
2309.0,2300.0,3000,1460.0,True,True,840.0,2216.0,2,1,0.996102208748376,0.0038977912516240795,0,1.2992637505413598,0,0.37906137184115524,1376.0,0.4866666666666667,0,1
2738.0,2852.0,500,1563.0,False,True,1885.0,2485.0,1,1,1.0416362308254201,0.04163623082542001,0,0.18261504747991233,1,0.7585513078470825,600.0,3.126,0,1
2698.0,2474.0,3000,2706.0,False,False,2129.0,2285.0,1,1,0.9169755374351372,0.08302446256486286,0,1.111934766493699,0,0.9317286652078774,156.0,0.902,0,0
6073.0,0.0,1000,3786.0,True,True,1821.0,5546.0,0,0,-1.0,-1.0,0,0.16466326362588507,1,0.3283447529751172,3725.0,3.786,0,2
500.0,464.0,1000,1576.0,False,True,159.0,441.0,2,1,0.928,0.072,0,2.0,0,0.36054421768707484,282.0,1.576,0,0
5658.0,5851.0,2000,2982.0,False,True,2198.0,5779.0,2,1,1.034110993283846,0.034110993283845883,0,0.3534817956875221,0,0.3803426198304205,3581.0,1.491,0,2
5029.0,5254.0,1000,2848.0,False,True,3022.0,5212.0,1,1,1.0447405050705905,0.044740505070590575,0,0.19884668920262477,1,0.5798158096699924,2190.0,2.848,0,2
6009.0,5840.0,300,3319.0,False,True,2499.0,5111.0,2,1,0.9718755200532535,0.028124479946746547,0,0.04992511233150274,1,0.4889454118567795,2612.0,11.063333333333333,0,2
1528.0,1399.0,1000,2059.0,False,False,1026.0,1244.0,2,1,0.9155759162303665,0.0844240837696335,0,0.6544502617801047,0,0.8247588424437299,218.0,2.059,0,0
4469.0,1484.0,2000,632.0,False,False,877.0,1442.0,2,1,0.33206533900201385,0.6679346609979862,1,0.44752741105392707,0,0.6081830790568654,565.0,0.316,0,2
4140.0,1067.0,1000,1306.0,False,True,609.0,990.0,1,1,0.25772946859903384,0.7422705314009662,1,0.24154589371980675,1,0.6151515151515151,381.0,1.306,0,2
4388.0,4183.0,1500,2514.0,False,False,2941.0,3839.0,2,1,0.953281677301732,0.046718322698268006,0,0.34184138559708294,0,0.7660849179473821,898.0,1.676,0,1
7324.0,7567.0,1500,4728.0,True,False,3874.0,7238.0,1,1,1.033178590933916,0.03317859093391589,0,0.20480611687602404,1,0.5352307267200884,3364.0,3.152,0,2
3141.0,3287.0,2000,1274.0,False,False,1637.0,3090.0,1,1,1.046482012098058,0.04648201209805794,0,0.6367398917542184,0,0.5297734627831715,1453.0,0.637,0,2
2799.0,2753.0,3000,3207.0,False,True,2171.0,2741.0,2,1,0.98356555912826,0.016434440871739908,0,1.0718113612004287,0,0.7920466982852974,570.0,1.069,0,2
5247.0,5168.0,1000,1508.0,False,True,3910.0,4845.0,1,1,0.9849437773966075,0.015056222603392415,0,0.1905850962454736,1,0.8070175438596491,935.0,1.508,0,2
5076.0,0.0,500,2166.0,False,True,1445.0,4669.0,0,0,-1.0,-1.0,0,0.09850275807722617,1,0.30948811308631397,3224.0,4.332,0,2
5260.0,5195.0,1000,4273.0,False,True,1904.0,4839.0,2,1,0.9876425855513308,0.012357414448669201,0,0.19011406844106463,1,0.39346972514982437,2935.0,4.273,0,2
5123.0,4949.0,1000,3146.0,False,True,2108.0,4806.0,2,1,0.9660355260589498,0.03396447394105016,0,0.19519812609798945,1,0.43861839367457345,2698.0,3.146,0,1
4665.0,1755.0,2000,138.0,False,False,873.0,1653.0,2,1,0.3762057877813505,0.6237942122186495,1,0.4287245444801715,0,0.5281306715063521,780.0,0.069,1,2
7235.0,6584.0,300,1141.0,True,True,3052.0,6236.0,2,1,0.9100207325501036,0.08997926744989634,0,0.0414651002073255,1,0.4894162924951892,3184.0,3.8033333333333332,0,2
3757.0,3493.0,2000,2213.0,False,True,2760.0,3293.0,1,1,0.9297311684854938,0.07026883151450626,0,0.5323396326856534,0,0.8381415122988156,533.0,1.1065,0,2
3470.0,3405.0,1500,277.0,True,False,1312.0,3089.0,1,1,0.9812680115273775,0.018731988472622477,0,0.4322766570605187,0,0.42473292327614115,1777.0,0.18466666666666667,1,1
2535.0,2510.0,2000,772.0,False,True,1594.0,2394.0,2,1,0.9901380670611439,0.009861932938856016,0,0.7889546351084813,0,0.6658312447786132,800.0,0.386,0,2
4736.0,4695.0,2000,3055.0,False,True,2402.0,4455.0,1,1,0.9913429054054054,0.008657094594594595,0,0.4222972972972973,0,0.5391694725028059,2053.0,1.5275,0,2
7492.0,7179.0,2000,3492.0,True,True,3846.0,6117.0,2,1,0.958222103577149,0.04177789642285104,0,0.2669514148424987,1,0.6287395782246199,2271.0,1.746,0,2
5031.0,4846.0,1500,2027.0,False,True,3137.0,4459.0,2,1,0.9632279864838005,0.03677201351619956,0,0.2981514609421586,1,0.7035209688270913,1322.0,1.3513333333333333,0,2
5346.0,0.0,1000,5713.0,False,True,4527.0,5140.0,0,0,-1.0,-1.0,0,0.18705574261129818,1,0.8807392996108949,613.0,5.713,0,2
3110.0,3021.0,5000,3236.0,False,True,1187.0,2794.0,2,1,0.9713826366559486,0.028617363344051447,0,1.607717041800643,0,0.4248389405869721,1607.0,0.6472,0,2
4075.0,4271.0,1500,1635.0,False,True,1473.0,4130.0,2,1,1.0480981595092025,0.04809815950920245,0,0.36809815950920244,0,0.3566585956416465,2657.0,1.09,0,2
4437.0,4286.0,500,776.0,False,True,2783.0,3933.0,1,1,0.9659679963939599,0.03403200360604012,0,0.1126887536623845,1,0.7076023391812866,1150.0,1.552,0,2
4523.0,4511.0,1000,538.0,False,True,2503.0,4500.0,1,1,0.997346893654654,0.0026531063453460093,0,0.22109219544550077,1,0.5562222222222222,1997.0,0.538,0,2
6922.0,6282.0,1500,2503.0,False,True,2279.0,5616.0,2,1,0.9075411730713666,0.09245882692863334,0,0.2167003756139844,1,0.4058048433048433,3337.0,1.6686666666666667,0,2
5837.0,0.0,3000,1267.0,False,False,1896.0,5042.0,0,0,-1.0,-1.0,0,0.5139626520472845,0,0.3760412534708449,3146.0,0.42233333333333334,0,2
3333.0,1115.0,500,4511.0,False,True,676.0,1020.0,1,1,0.3345334533453345,0.6654665466546654,1,0.15001500150015,1,0.6627450980392157,344.0,9.022,0,2
5460.0,5686.0,300,4199.0,False,True,2623.0,5295.0,1,1,1.0413919413919415,0.04139194139194139,0,0.054945054945054944,1,0.4953729933899906,2672.0,13.996666666666666,0,1
827.0,0.0,3000,232.0,False,True,413.0,733.0,0,0,-1.0,-1.0,0,3.6275695284159615,0,0.5634379263301501,320.0,0.07733333333333334,1,1
3634.0,959.0,1000,992.0,False,False,399.0,912.0,2,1,0.2638965327462851,0.7361034672537149,1,0.275178866263071,1,0.4375,513.0,0.992,0,1
3477.0,3364.0,1000,3884.0,False,True,2162.0,3050.0,2,1,0.9675007190106414,0.03249928098935864,0,0.2876042565429968,1,0.7088524590163935,888.0,3.884,0,2
3905.0,3845.0,1500,1155.0,False,True,1666.0,3632.0,2,1,0.9846350832266325,0.015364916773367477,0,0.38412291933418696,0,0.45870044052863435,1966.0,0.77,0,1
1377.0,1272.0,1000,3683.0,False,True,764.0,1230.0,2,1,0.9237472766884531,0.07625272331154684,0,0.7262164124909223,0,0.6211382113821138,466.0,3.683,0,0
4649.0,4781.0,3000,2712.0,True,True,2829.0,4610.0,2,1,1.0283932028393203,0.028393202839320283,0,0.6453000645300064,0,0.6136659436008677,1781.0,0.904,0,2
5700.0,5908.0,500,2078.0,False,False,3185.0,5354.0,1,1,1.0364912280701755,0.036491228070175435,0,0.08771929824561403,1,0.594882330967501,2169.0,4.156,0,2
1414.0,1368.0,300,946.0,False,True,1046.0,1279.0,2,1,0.9674681753889675,0.03253182461103253,0,0.21216407355021216,1,0.8178264268960125,233.0,3.1533333333333333,0,1
4179.0,3937.0,500,1859.0,False,True,1592.0,3612.0,1,1,0.9420914094280929,0.057908590571907156,0,0.11964584828906437,1,0.4407530454042082,2020.0,3.718,0,1
4520.0,4163.0,1000,2284.0,False,True,3625.0,4083.0,2,1,0.9210176991150443,0.07898230088495575,0,0.22123893805309736,1,0.8878275777614499,458.0,2.284,0,2
3747.0,3548.0,300,671.0,False,True,1652.0,3199.0,2,1,0.9468908460101414,0.053109153989858555,0,0.08006405124099279,1,0.5164113785557987,1547.0,2.236666666666667,0,2
8134.0,8430.0,2000,1606.0,False,False,3039.0,7282.0,2,1,1.036390459798377,0.036390459798377184,0,0.24588148512417016,1,0.41733040373523755,4243.0,0.803,0,2
5277.0,0.0,3000,2994.0,True,True,2465.0,4776.0,0,0,-1.0,-1.0,0,0.5685048322910745,0,0.5161222780569514,2311.0,0.998,0,2
8035.0,7906.0,1000,637.0,False,True,4892.0,7389.0,1,1,0.9839452395768513,0.016054760423148726,0,0.12445550715619166,1,0.6620652321017729,2497.0,0.637,0,2
3814.0,3459.0,1500,25.0,True,False,1083.0,3281.0,2,1,0.9069218668065023,0.09307813319349764,0,0.3932878867330886,0,0.3300822919841512,2198.0,0.016666666666666666,1,1
4464.0,4438.0,500,0.0,True,True,1535.0,4217.0,2,1,0.9941756272401434,0.005824372759856631,0,0.11200716845878136,1,0.3640028456248518,2682.0,0.0,1,2
2807.0,2945.0,1500,3927.0,False,False,1405.0,2917.0,1,1,1.0491628072675454,0.04916280726754542,0,0.5343783398646241,0,0.48165923894412066,1512.0,2.618,0,1
3330.0,3265.0,1500,1766.0,False,True,1148.0,3095.0,1,1,0.9804804804804805,0.01951951951951952,0,0.45045045045045046,0,0.37092084006462034,1947.0,1.1773333333333333,0,1
1682.0,1693.0,2000,0.0,False,True,691.0,1479.0,2,1,1.00653983353151,0.006539833531510107,0,1.1890606420927468,0,0.4672075726842461,788.0,0.0,1,2
7300.0,6632.0,2000,1279.0,False,True,5247.0,6213.0,2,1,0.9084931506849315,0.09150684931506849,0,0.273972602739726,1,0.8445195557701594,966.0,0.6395,0,2
2864.0,2849.0,1500,2569.0,False,True,1857.0,2653.0,1,1,0.9947625698324022,0.005237430167597765,0,0.5237430167597765,0,0.6999623068224652,796.0,1.7126666666666666,0,2
4600.0,4668.0,1000,1201.0,False,True,2049.0,4577.0,2,1,1.0147826086956522,0.014782608695652174,0,0.21739130434782608,1,0.4476731483504479,2528.0,1.201,0,2
4356.0,4429.0,3000,2030.0,False,True,3464.0,3997.0,2,1,1.0167584940312213,0.016758494031221306,0,0.6887052341597796,0,0.866649987490618,533.0,0.6766666666666666,0,2
5883.0,5974.0,1500,3110.0,False,True,4477.0,5457.0,1,1,1.0154682984871664,0.015468298487166411,0,0.25497195308516063,1,0.820414146967198,980.0,2.0733333333333333,0,2
2603.0,2431.0,5000,1697.0,False,True,1805.0,2285.0,1,1,0.9339223972339609,0.06607760276603919,0,1.920860545524395,0,0.7899343544857768,480.0,0.3394,0,2
5693.0,5957.0,2000,594.0,False,True,4707.0,5532.0,2,1,1.0463727384507289,0.046372738450728965,0,0.35130862462673457,0,0.8508676789587852,825.0,0.297,0,2
8036.0,8432.0,300,1552.0,False,True,5676.0,8077.0,1,1,1.0492782478845197,0.04927824788451966,0,0.03733200597312095,1,0.7027361644174818,2401.0,5.173333333333333,0,2
5285.0,5499.0,1500,4528.0,False,True,2791.0,5139.0,2,1,1.040491958372753,0.04049195837275307,0,0.28382213812677387,1,0.5431017707725239,2348.0,3.018666666666667,0,2
4007.0,3780.0,2000,0.0,True,True,1462.0,3282.0,1,1,0.9433491390067382,0.05665086099326179,0,0.4991265285749938,0,0.445460085313833,1820.0,0.0,1,2
5639.0,0.0,1500,3637.0,False,True,3351.0,5060.0,0,0,-1.0,-1.0,0,0.26600461074658627,1,0.6622529644268774,1709.0,2.4246666666666665,0,2
1369.0,1302.0,2000,2375.0,False,False,1085.0,1235.0,2,1,0.9510591672753835,0.04894083272461651,0,1.4609203798392987,0,0.8785425101214575,150.0,1.1875,0,1
4038.0,4220.0,1000,3386.0,False,True,2530.0,3687.0,1,1,1.0450718177315503,0.04507181773155027,0,0.24764735017335315,1,0.6861947382695959,1157.0,3.386,0,2
4987.0,0.0,300,0.0,False,True,2535.0,4765.0,0,0,-1.0,-1.0,0,0.060156406657309,1,0.5320041972717734,2230.0,0.0,1,1
